id,first,last,org,coauthors,title,abstract,type,orgc,name2,org2,orgc2,ID,session,day,order,room,talk_order,time
52,Alain C.,Vandal,The University of Auckland/Waipapa Taumata Rau,"Henry C. K. Kwok, Fransiska R. M. Falconer, Andrew G. Hill, Andrew D. MacCormick",Extending diagnostic validity meta-analysis to several diagnostic guidelines,"Optimal management of acute biliary disease should include an assessment for possible choledocholithiasis (stones in the bile duct). Various diagnostic guidelines have been developed by expert bodies for this purpose, but uncertainties remain about their performance in wider practice. We carried out a meta-analysis to compare three of these guidelines. Each guideline yields a score, for which different thresholds are considered in terms of sensitivity and specificity. Of 1,892 records, thirty-one studies were identified for this meta-analysis. All studies focused on one or more of three international guidelines, namely the ASGE guidelines from 2010, the revised ASGE guidelines from 2019 and the ESGE guidelines from 2019. Each study reported on the diagnostic validity of one or more of these guidelines at one or more score cutpoint. The analysis was carried out using the _diagmeta_ R package [Rücker G, Steinhauser S, Kolampally S, Schwarzer G (2022)]. Their approach allows the meta-analytical estimation of the area under the receiver operating curve, a quantity that summarises the performance of a diagnostic tool. The approach consists in fitting transformed values of sensitivity and specificity at various cutpoints, which can differ between studies, accounting for study heterogeneity using linear mixed effects modelling. While the _diagmeta_ approach applies to the meta-analysis of a single diagnostic procedure, we show how its framework can be extended to jointly and severally test for performance similarity between guidelines. We also show how it can be extended to identify outlier studies, for the purpose of carrying out sensitivity analyses.",talk,Auckland,NA,NA,NA,C45,H4B,4,4,B,1,15.3
68,Han,Lu,University of Auckland,"Sharifa Nasreen, Yannan Jiang, Arier Lee, Helen Petousis-Harris, Jim Buttery, Steve Black, and Jeffrey Kwong",Risk of Guillain-Barré Syndrome after COVID-19 vaccination and SARS-CoV-2 infection: A multinational self-controlled case series study,"Introduction: 
The Global Vaccine Data Network (GVDN) is a multinational collaboration established to conduct globally coordinated epidemiological studies on vaccine safety using health data. This study aimed to assess the risk of Guillain-Barré syndrome (GBS) within 42 days after exposure to any COVID-19 vaccines and SARS-CoV-2 infection, combing multisite data using a common GVDN protocol and data model. 

Methods:
We used a self-controlled case series (SCCS) design and identified GBS cases via electronic data sources (EDS) from 20 GVDN sites globally. Fifteen sites performed medical chart review using Brighton Collaboration case definitions to determine the level of diagnostic certainty (LOC). The relative incidence (RI) between pre-defined risk and control windows was calculated using conditional Poisson regression, controlling for seasonality. De-identified case-level data were combined for individual patient data (IPD) analysis, and the estimates were aggregated with otherwise locally analysed site-level results to calculate the overall RI with 95% confidence interval (95%CI) using random effects meta-analysis. 

Results:
We identified 2086 GBS cases (4329 vaccine doses) from EDS and 410 cases were chart-reviewed (12% with LOC 1-2). We observed an association between Vaxzevria/Covishield vaccine and GBS among LOC 1-2 cases within 42 days post-exposure (RI 3.10, 95%CI 1.12-8.62). No increased risk of GBS was observed with mRNA and other vaccines. Among 489 EDS -identified cases post-infection, significant risk was found between SARS-CoV-2 and GBS (RI 3.35, 95%CI 1.83-6.11). The SCCS method is an efficient approach to collect minimal data for IPD meta-analysis. Full results using different SCCS models will be discussed.",talk,Auckland,NA,NA,NA,C56,H4B,4,4,B,2,15.3
71,Siwei,Zhai,University of Auckland,NA,Childhood Risk and Resilience Factors for Pasifika Youth Respiratory Health: Accounting for Attrition and Missingness,"In New Zealand, 7% of deaths are related to respiratory diseases, with Pacific people at higher risk. Our work investigates the causal effects of early-life risks and resilience factors on early-adulthood lung function amongst Pacific Islands Families Study (PIFS) cohort members (n=1,398). 466 from the cohort participated in the respiratory study. Primary outcome was forced expiratory volume in 1 second (FEV1) z-score at age 18 years. FEV1 and healthy lung function (HLF), defined as the z-score being larger than -1.64, were secondary outcomes. A previous study had evaluated the effects of early-life nutrition factors on the respiratory health of Pacific youth. The results suggested a positive impact of consuming more fruit and vegetables during childhood on respiratory health later in life. The follow-up study will continue to explore the effects of factors from relevant domains based on the PIFS cohort, where a new integrated model will be applied. A simulation will be conducted to determine this model.",talk,Auckland,NA,NA,NA,C59,H4B,4,4,B,3,15.3
83,Eve,Slavich,University of New South Wales,"Rebecca Young, Anita Pfeiffer, Emmanuel Karantanis","A missing data detective story – how I navigated through a perfect storm of drop-out’s, COVID and informative missingness.","Real-world clinical studies often present missing data challenges that leave the textbook educated scratching their heads. Through consulting, I become involved in [a study](https://doi.org/10.1016/j.cont.2025.101762) where multiple correlated missing data mechanisms created analytical challenges. 
Following implementation of new birthing protocols aimed at reducing birth-related injuries, in a Sydney health district, a follow-up study was designed to evaluate incontinence outcomes. However, the missing data pattern proved to be informatively related to both treatment and outcome variables: women who experienced successful outcomes (no incontinence) were systematically less likely to attend follow-up appointments. The situation was further complicated when the COVID-19 pandemic struck mid-study, dramatically reducing attendance rates and introducing an additional layer of correlated missingness that varied by treatment timing and baseline characteristics. Working within the constraints of the study design and the budget for a statistician, I developed a model for missingness which I will outline in this talk.

While missing data complications can severely challenge study validity, thoughtful statistical approaches can still yield meaningful insights when the caveats (caveats galore!) are properly acknowledged and addressed. 

References:
Young, R et al, 2025, Outcomes for obstetric anal sphincter injuries and anal incontinence following introduction of a perineal bundle, Continence, Volume 14

Keywords: Missing data analysis, informative missingness, multiple imputation, statistical consulting, statistical practice",talk,UNSW,NA,NA,NA,C62,H4B,4,4,B,4,15.3
NA,Jesse,Goodman,University of Auckland,"Godrick Oketch and Rachel Fewster; Alice Hankin, Sixiang Shan and George Fan",Saddlepoint approximations for likelihoods,"Classically, the saddlepoint approximation has been used as a systematic method for converting a known generating function into an approximation for an unknown density function. More recently, it has been used instead as an approximation to the *likelihood function*. In this viewpoint, it is the underlying data-generating process whose generating function is used, and the saddlepoint approximation can be maximized to compute an approximate saddlepoint MLE for given observed data. This talk will explain how the saddlepoint approximation can be interpreted with a statistical lens, including common features for those otherwise intractable models where we can compute a generating function but not a likelihood. Many of these models come from statistical ecology, including sitations where we gather population-wide observations only. In addition, the talk will describe a class of models having simple theoretical guarantees for the effect of using the saddlepoint MLE as a substitute for the unknown true MLE, and will demonstrate new tools to visualize the saddlepoint approximation intuitively, to simplify and automate the computation of saddlepoint MLEs, and to quantitatively assess the amount of approximation error introduced by using an approximate likelihood as a substitute for an intractable true likelihood.",keynote,Auckland,NA,NA,NA,NA,F0A,5,0,A,1,9:00
36,Xiaoya,Sun,"School of Mathematical and Physical Sciences, Macquarie University","Houying Zhu, Garth Tarr and Samuel Muller",False Discovery Rate Controlled Robust Variable Selection under Cellwise Contamination,"The increasing complexity and dimensionality of modern datasets make cellwise outliers a frequent and expected phenomenon, complicating tasks such as variable selection. An mRNA-Seq expression profiling data set of human brain tissue for Huntington's Disease (HD) illustrates this practically, where we work to identify key genes involved in HD by comparing affected individuals with neurologically normal controls. Our objective is to obtain reliable results while minimizing the impact of cellwise outliers. While many robust variable selection methods have been developed, few effectively handle high-rate cellwise contamination, and it remains an open problem to what extent such methods can control error rates. We introduce GRALF, the Gaussian-Ranked Adaptive Lasso with False discovery rate (FDR) control, a robust method designed for high-dimensional variable selection under cellwise contamination, taking advantage of FDR control to increase statistical reliability. GRALF builds on the framework of GR-ALasso, an effective robust variable selection method using the Gaussian-Rank estimator in the Adaptive Lasso, and integrates FDR control by generating fake counterparts of the Gaussian-rank transformed variables and estimating the number of false discoveries in the optimization process. Simulation studies demonstrate GRALF's desirable performance in terms of empirical power and FDR control under various conditions. The analysis of the HD data set identified potential gene markers associated with the development of HD, which overlap with findings from previous research, further validating the effectiveness of GRALF.",talk,MQ,NA,NA,NA,C33,F1A,5,1,A,1,10:00
77,Dennis,Leung,University of Melbourne,Ninh Tran,A covariate-adaptive test for replicability across multiple studies with false discovery rate control,"Replicability is a gold standard for credible scientific discoveries. The partial conjunction (PC) p-value proposed by Benjamini and Heller (Biometrics, 2008), which summarizes individual base p-values obtained from multiple similar studies, can gauge whether a signal of interest is replicable. However, when a large set of features are examined by these studies (such as comparable genomewide association studies conducted by different labs), testing for their replicated signals simultaneously can pose a very underpowered problem, due to both the multiplicity correction required and the inherent limitations of PC p-values. This power deficiency is particularly severe when replication is demanded for all studies, the most natural benchmark a practitioner performing meta-analyses may request. 

We propose ParFilter, a procedure that combines the ideas of filtering and covariate-adaptiveness to power up large-scale testing for replicated signals as described above. It validly reduces the multiplicity burden by partitioning the studies into smaller groups and borrowing between-group information to filter out unpromising features. Moreover, harnessing side information offered by available covariates, it trains hypothesis weights to encourage rejections of features more likely to exhibit replicated signals. We prove its finite-sample false discovery rate control under standard assumptions on the dependence of the base p-values across features. In simulations as well as a real case study on autoimmunity based on RNA-Seq data obtained from thymic cells, the ParFilter has demonstrated competitive performance against other existing methods for such replicability analyses.
",talk,UMelb,NA,NA,NA,C61,F1A,5,1,A,2,10:00
88,Jack,Freestone,Macquarie University,William S. Noble and Uri Keich,A semi-supervised framework for diverse multiple hypothesis testing scenarios,"Standard multiple testing procedures are designed to report a list of discoveries, or suspected false null hypotheses, given the hypotheses' p-values or test scores. Recently there has been a growing interest in enhancing such procedures by combining additional information with the primary p-value or score. In line with this idea, we develop RESET (REScoring via Estimating and Training), which uses a unique data-splitting protocol that subsequently allows any semi-supervised learning approach to factor in the available side information while maintaining finite sample error rate control. Our practical implementation, RESET Ensemble, selects from an ensemble of classification algorithms so that it is compatible with a range of multiple testing scenarios without the need for the user to select the appropriate one. We apply RESET to both p-value and competition based multiple testing problems and show that RESET is (1) power-wise competitive, (2) fast compared to most tools and (3) able to uniquely achieve finite sample false discovery rate or false discovery exceedance control, depending on the user's preference.",talk,MQ,NA,NA,NA,C65,F1A,5,1,A,3,10:00
6,James M.,Curran,University of Auckland,"Yuxiao Wang, Simon Urbanek, and David Baird",Genstat Markdown: Reproducible Research with Genstat,"Reproducible research ensures that scientific findings can be independently verified by others using the same data and methods. Markdown plays a key role in supporting reproducibility by allowing researchers to combine code, results, and narrative text in a clear, lightweight format. Tools like R Markdown or Jupyter Notebooks use Markdown to embed executable code alongside explanations and outputs, making it easy to document workflows, share analyses, and regenerate results consistently across different environments.

Genstat is a statistical software package designed for data analysis, particularly in biometrical research and applications. Many users know it through its user-friendly interface. However, it also It offers a powerful scripting language.

In this talk I will describe a collaborative project between students and staff at the University of Auckland and VSNi Ltd, that allows Genstat to be used in conjunction with R Markdown to provide flexible reproducible research capability to the Genstat user community.",talk,Auckland,NA,NA,NA,C15,F1B,5,1,B,1,10:00
32,Tiphaine,Saulnier,"New Zealand Brain Research Institute, Christchurch, New Zealand and Institute of Neurodegenerative Diseases (IMN), University of Bordeaux, Bordeaux, France","C√©cile Proust-Lima, Daniel J. Myall, Toni L. Pitcher, Leslie Livingston, Rachel Nolan, Sophie Grenfell, John C. Dalrymple-Alford, Alexandra Foubert-Samier, Wassilios G. Meissner, Tim J. Anderson and Campbell J. Le Heron",The 4S method for the longitudinal analysis of multidimensional questionnaires: application to Parkinson’s disease progression from patient perception,"**Introduction** In health research, questionnaires are widely used to assess clinical states or quality of life (QoL). Longitudinal analysis of these tools offers valuable insights into disease progression. However, this raises multiple challenges, such as handling repeated ordinal responses, capturing the multidimensional traits underlying all the items, and accounting for informative dropout due to death during follow-up.
In this work, we present the 4S method – a comprehensive strategy developed to address these challenges, and illustrate it describing health-related QoL (Hr-QoL) changes in Parkinson’s disease (PD).

**Methods** The 4S method comprises four successive steps:
(*1 – structuring*) identify questionnaire dimensions through factor analyses;
(*2 – sequencing*) describe each dimension progression and associated predictors with a joint latent process model combining an item-response mixed model and a proportional hazard for death risk;
(*3 – staging*) compare progression across dimension continuums by projecting clinical stages;
(*4 – selecting*) highlight stage-specific most informative items based on Fisher information.

**Application** We analyzed longitudinal data from the New Zealand Parkinson Progression Programme (NZP$^3$), following over 400 PD patients for up to 16 years. Hr-QoL was measured via the PDQ-39 questionnaire, covering motor and non-motor spheres. Five dimensions were identified: mobility, daily activities, psycho-social, stigma, and cognition/communication/bodily discomfort. All, except stigma, showed progressive decline, with patterns notably varying by sex and onset age. Items related to walking, dexterity, anxiety, and communication appeared as particularly sensitive during PD stages, offering guidance to enhance patient-centered care.

**Conclusion** The 4S method is a comprehensive statistical strategy suited to analyze repeatedly-collected questionnaires in health studies.",talk,"New Zealand Brain Research Institute, Christchurch, New Zealand and Institute of Neurodegenerative Diseases (IMN), University of Bordeaux, Bordeaux, France",NA,NA,NA,C5,F1B,5,1,B,2,10:00
65,Fonti,Kar,Australian National University,Emi Tanaka,`heritable` An R package for heritability calculations for plant breeding trials,"Understanding how much biological variation is heritable - or passed down from one generation to next - is central to plant breeding. Heritability is a useful indictor to assess the genetic gain of desirable traits such as yield or disease resistance in crop trials. We created `heritable`, an R package to streamline the calculation of heritability from `asreml` and `lme4` mixed model outputs in a user-friendly manner. The package provides up to six different types of heritability measures and helper functions to compare between these. Our goal is to support decision makers by providing an intuitive, open and reproducible workflow in calculating heritability in R.",talk,ANU,NA,NA,NA,C53,F1B,5,1,B,3,10:00
NA,Charmaine B.,Dean,University of Waterloo,NA,Optimizing research impact through interdisciplinary and collaborative research,"Interdisciplinary collaborative research is a key component of data science and for some of us, plays an important part of our roles as statisticians. It is not unusual that we become accustomed to vertical thinking whereby we use existing tools and methods in our own specialty to problem solve, losing sight of the larger interdisciplinary context of data science, and the context of the scientific challenge. The Government of Canada - Science and Technology branch has identified several priority research challenge topics that involve cross-disciplinary work. Although statistical tools and analytics are identified in these research challenge priority areas, additionally, the development of fundamental transformative and enabling technological tools specifically for statistical methods and analytics to support research and societal advancement is also seen as a priority. This talk shares insights about the challenges and opportunities for statistics in interdisciplinary research. Specifically, monitoring viral signals in wastewater and assessing forest fire risk are given as complex, case studies that use a collaborative and interdisciplinary approach to solve difficult problems. This approach will demonstrate the significant benefits for not only optimizing research impact but for training students to become horizontal problem solvers across a wide range of research methods which will benefit them in navigating complex problems and in the development of appropriate tools for their analysis",keynote,University of Waterloo,NA,NA,NA,NA,F2A,5,2,A,1,11.15
